NUMERO;GENERO;TIPO_COLEGIO;LOCALIDAD_COLEGIO;CALENDARIO;MUNICIPIO;DEPARTAMENTO;PG_ICFES;CON_MAT_ICFES;APT_MAT_ICFES;FISICA_ICFES;QUIMICA_ICFES;APT_VERB_ICFES;LITERATURA_ICFES;BIOLOGIA_ICFES;SOCIALES_ICFES;FILOSOFIA_ICFES;IDIOMA_ICFES;LOCALIDAD;DISTANCIA;INSCRIPCION;ESTRATO;ANO_INGRESO;RENDIMIENTO_UNO
561;1;2;10;1;19;5;424;85;85;57;57;53;53;59;0;53;72;10;3;9;3;2013;2
562;0;1;10;1;19;5;437;75;75;61;61;54;54;66;0;59;88;10;3;9;3;2013;2
563;0;2;7;1;19;5;428;77;77;57;61;61;61;59;0;45;45;7;5;9;2;2013;1
564;0;2;20;1;199;15;433;70;70;64;65;57;57;63;0;55;57;20;6;9;2;2013;1
565;0;1;11;1;19;5;444;77;77;55;61;59;59;71;0;56;55;11;5;9;3;2013;1
566;0;1;7;1;19;5;425;73;73;65;57;53;53;62;0;50;51;7;5;9;2;2013;3
567;0;2;20;1;64;15;411;85;85;60;52;53;53;51;0;49;60;20;6;9;2;2013;1
568;0;2;12;1;19;5;432;85;85;57;64;46;46;71;0;53;53;10;3;9;3;2013;1
569;1;2;1;1;19;5;427;77;77;57;60;64;64;54;0;55;43;1;5;9;3;2013;2
570;0;1;20;1;118;10;440;63;63;60;50;77;77;59;0;60;50;20;6;9;3;2013;2
571;1;2;11;1;19;5;430;70;70;65;57;57;57;71;0;50;80;11;5;9;4;2013;2
572;0;1;20;1;180;15;429;80;80;57;56;55;55;60;0;58;59;20;6;9;2;2013;2
573;0;1;20;1;49;15;425;76;76;60;59;54;54;62;0;47;50;9;4;9;2;2013;2
574;1;2;7;1;19;5;423;77;77;60;59;59;59;64;0;50;68;7;5;9;2;2013;2
575;0;1;20;1;28;15;426;75;75;60;44;63;63;58;0;60;50;20;6;9;2;2013;1
576;1;2;9;1;19;5;447;70;70;59;56;55;55;63;0;70;63;8;3;9;3;2013;2
577;0;1;20;2;169;22;439;64;64;62;70;64;64;57;0;63;68;20;6;9;1;2013;2
578;1;1;8;1;19;5;418;80;80;60;57;56;56;61;0;51;46;8;3;9;2;2013;2
579;0;1;16;1;19;5;422;76;76;59;59;58;58;63;0;44;53;7;5;9;2;2013;1
580;0;1;20;1;96;8;425;59;59;70;59;58;58;58;0;49;47;20;6;9;2;2013;1
581;0;1;10;1;19;5;429;67;67;64;58;61;61;60;0;58;45;11;5;9;3;2013;1
582;0;1;20;1;86;7;412;81;81;62;54;53;53;57;0;53;57;20;6;9;2;2013;2
583;0;1;10;1;19;5;400;69;69;75;52;50;50;55;0;44;56;10;3;9;3;2013;1
584;0;2;10;1;19;5;419;85;85;53;59;59;59;62;0;45;75;10;3;9;3;2013;2
585;0;1;10;1;19;5;416;74;74;62;55;59;59;59;0;45;60;8;3;9;3;2013;1
586;0;1;11;1;19;5;398;61;61;57;50;55;55;65;0;60;72;11;5;7;2;2013;2
587;1;2;20;1;106;15;363;63;63;52;53;50;50;48;0;37;52;8;3;7;2;2013;2
588;1;1;20;2;23;31;360;49;49;59;46;63;63;51;0;40;55;20;6;7;1;2013;2
589;1;0;19;0;0;0;379;55;55;45;49;60;60;50;0;58;77;19;5;7;1;2013;2
590;1;1;20;1;90;16;390;67;67;52;51;61;61;52;0;53;60;20;6;4;1;2013;2
591;1;1;13;1;19;5;397;64;64;51;54;52;52;57;0;56;55;13;1;4;4;2013;2
592;0;1;19;1;19;5;378;49;49;51;55;59;59;51;0;54;50;19;5;6;1;2013;1
593;0;2;10;1;19;5;352;43;43;51;46;55;55;47;0;54;60;10;3;6;2;2013;2
594;0;0;8;0;0;0;352;58;58;51;52;47;47;46;0;47;46;8;3;2;3;2013;1
595;0;1;11;1;19;5;416;74;74;54;60;57;57;68;0;47;61;11;5;5;2;2013;2
596;1;2;10;1;19;5;408;70;70;42;62;59;59;61;0;56;83;10;3;5;3;2013;2
597;0;1;20;1;125;30;352;55;55;44;52;54;54;55;0;46;53;8;3;5;3;2013;1
598;1;1;20;1;71;15;352;46;46;48;52;50;50;54;0;50;53;20;6;5;3;2013;2
599;0;1;11;1;19;5;426;74;74;57;54;58;58;69;0;56;77;11;5;9;2;2013;2
600;0;0;4;0;0;0;482;91;91;57;67;96;96;54;0;59;77;4;4;9;2;2013;2
601;1;1;20;1;219;10;467;90;90;73;65;60;60;66;0;56;70;8;3;9;3;2013;2
602;0;2;7;1;19;5;444;86;86;69;52;58;58;58;0;59;53;7;5;9;1;2013;1
603;0;0;9;0;0;0;456;73;73;63;62;78;78;52;0;59;59;9;4;9;3;2013;1
604;0;0;10;0;0;0;425;84;84;74;58;54;54;52;0;53;51;10;3;9;3;2013;2
605;0;0;20;0;0;0;439;78;78;70;67;57;57;57;0;59;70;20;6;9;1;2013;2
606;1;0;20;0;0;0;440;73;73;70;65;60;60;57;0;56;63;20;6;9;2;2013;2
607;0;1;20;1;42;7;468;76;76;55;59;69;69;63;0;69;53;10;3;9;2;2013;1
608;0;1;16;1;19;5;433;67;67;78;55;57;57;54;0;62;43;16;2;9;3;2013;1
609;1;0;10;0;0;0;445;69;69;70;67;60;60;62;0;59;56;10;3;9;2;2013;2
610;0;0;20;0;0;0;439;84;84;66;56;47;47;62;0;65;75;20;6;9;3;2013;1
611;0;0;11;0;0;0;462;69;69;63;65;67;67;68;0;69;59;11;5;9;3;2013;1
612;0;2;11;1;19;5;459;77;77;57;60;64;64;69;0;61;94;11;5;9;3;2013;1
613;1;0;10;0;0;0;451;66;66;69;61;69;69;58;0;77;60;10;3;9;3;2013;2
614;0;0;10;0;0;0;439;69;69;63;65;78;78;52;0;56;61;10;3;9;2;2013;2
615;0;0;20;0;0;0;427;61;61;80;65;54;54;56;0;50;61;10;3;9;2;2013;1
616;1;0;10;0;0;0;428;61;61;80;62;57;57;62;0;50;50;10;3;9;2;2013;2
617;0;2;7;1;19;5;421;76;76;68;59;63;63;59;0;44;52;20;6;9;3;2013;2
618;0;2;10;3;19;5;447;81;81;53;67;64;64;67;0;47;75;10;3;9;3;2013;1
619;0;0;18;0;0;0;448;65;65;66;67;63;63;57;0;69;68;18;3;9;3;2013;2
620;0;0;16;0;0;0;416;69;69;74;62;57;57;54;0;50;57;16;2;9;3;2013;2
621;0;2;12;1;19;5;434;76;76;60;54;68;68;57;0;59;75;4;4;9;2;2013;1
622;0;2;20;1;180;15;449;76;76;59;52;68;68;63;0;84;60;20;6;9;2;2013;1
623;0;1;13;1;19;5;454;68;68;57;75;60;60;63;0;56;61;11;5;9;2;2013;2
624;0;0;20;0;0;0;436;65;65;66;60;70;70;65;0;56;75;8;3;9;3;2013;1
625;0;0;10;0;0;0;429;78;78;60;60;60;60;56;0;59;83;10;3;9;3;2013;2
626;0;0;12;0;0;0;390;84;84;74;58;43;43;59;0;38;31;20;6;9;2;2013;1
627;1;1;11;1;19;5;438;67;67;60;66;65;65;57;0;52;70;11;5;9;3;2013;2
628;0;0;9;0;0;0;409;73;73;70;58;54;54;51;0;50;63;9;4;9;2;2013;1
629;1;0;6;0;0;0;438;65;65;60;56;78;78;52;0;69;52;16;2;9;3;2013;2
630;0;1;4;1;19;5;421;69;69;63;46;69;69;63;0;48;47;4;4;9;3;2013;2
631;0;2;18;1;19;5;429;64;64;64;62;64;64;62;0;55;70;20;6;9;2;2013;2
632;0;0;20;0;0;0;411;84;84;55;65;60;60;51;0;50;45;10;3;9;3;2013;2
633;0;1;8;1;19;5;442;67;67;59;62;57;57;56;0;70;56;8;3;9;2;2013;2
634;1;1;11;1;19;5;445;68;68;56;67;58;58;55;0;69;49;11;5;9;2;2013;1
635;0;1;10;1;19;5;420;72;72;62;57;60;60;59;0;53;63;10;3;9;1;2013;1
636;0;1;20;1;226;15;439;64;64;55;62;70;70;61;0;48;70;20;6;9;2;2013;2
637;0;1;16;1;19;5;429;80;80;52;56;65;65;58;0;63;59;16;2;9;3;2013;1
638;0;1;10;1;19;5;435;74;74;53;59;64;64;64;0;56;75;9;4;9;2;2013;1
639;0;2;10;1;19;5;415;77;77;60;59;52;52;59;0;47;43;10;3;9;2;2013;2
640;1;0;13;0;0;0;425;73;73;52;58;74;74;54;0;53;56;11;5;9;2;2013;1
641;0;1;20;1;58;15;413;67;67;64;58;59;59;50;0;50;57;20;6;9;2;2013;1
642;0;2;13;1;19;5;427;77;77;52;62;61;61;56;0;58;61;13;1;9;4;2013;1
643;0;0;10;0;0;0;412;73;73;63;65;50;50;62;0;43;50;19;5;9;3;2013;1
644;1;0;14;0;0;0;421;65;65;63;65;60;60;56;0;56;54;4;4;9;2;2013;2
645;0;0;9;0;0;0;421;73;73;57;50;63;63;59;0;56;56;8;3;9;2;2013;2
646;0;0;12;0;0;0;409;78;78;60;50;57;57;54;0;59;54;10;3;9;3;2013;1
647;0;1;20;1;51;6;455;60;60;59;59;68;68;89;0;69;43;8;3;9;2;2013;1
648;0;2;4;1;19;5;427;64;64;59;58;69;69;58;0;59;68;4;4;9;2;2013;1
649;0;1;20;1;221;6;400;77;77;60;61;59;59;57;0;40;43;20;6;9;1;2013;2
650;0;2;4;1;19;5;386;64;64;75;50;58;58;45;0;44;50;4;4;9;2;2013;1
651;1;2;18;1;19;5;417;77;77;53;54;61;61;62;0;45;72;18;3;9;2;2013;2
652;0;0;8;0;0;0;422;69;69;60;65;57;57;56;0;62;58;8;3;9;3;2013;2
653;0;2;8;1;19;5;414;77;77;55;57;53;53;53;0;51;56;8;3;9;3;2013;2
654;1;2;16;1;19;5;423;68;68;55;58;68;68;62;0;50;63;16;2;9;3;2013;1
655;0;1;20;1;1;6;417;70;70;53;61;70;70;57;0;43;63;6;5;9;2;2013;2
656;0;2;11;1;19;5;420;68;68;57;58;58;58;54;0;50;75;11;5;9;3;2013;1
657;0;2;7;1;19;5;428;68;68;55;59;58;58;57;0;56;43;8;3;9;3;2013;1
658;0;0;20;0;0;0;401;73;73;57;62;63;63;54;0;33;35;17;2;9;2;2013;1
659;0;1;18;1;19;5;418;76;76;55;55;53;53;55;0;60;58;19;5;9;2;2013;1
660;0;2;8;1;19;5;399;77;77;60;57;53;53;50;0;50;42;8;3;9;3;2013;2
661;0;1;20;1;98;15;412;80;80;51;57;61;61;59;0;50;60;11;5;9;3;2013;2
662;1;1;21;1;64;15;405;74;74;62;54;50;50;58;0;51;57;21;7;9;2;2013;2
663;0;1;20;1;67;15;427;61;61;64;60;53;53;66;0;61;51;18;3;9;2;2013;2
664;0;1;10;1;19;5;412;74;74;57;56;55;55;68;0;42;56;10;3;9;3;2013;2
665;1;1;18;1;19;5;407;67;67;60;54;64;64;54;0;47;68;19;5;9;2;2013;2
666;0;1;16;1;19;5;406;67;67;62;55;59;59;57;0;45;75;8;3;9;3;2013;1
667;0;0;20;0;0;0;428;65;65;55;60;63;63;57;0;59;50;20;6;9;2;2013;2
668;0;1;16;1;19;5;403;63;63;60;44;77;77;58;0;37;55;16;2;9;3;2013;1
669;1;2;11;1;19;5;418;61;61;60;59;70;70;62;0;50;60;18;3;9;2;2013;1
670;0;2;10;1;19;5;404;77;77;57;57;50;50;54;0;47;63;10;3;9;3;2013;2
671;1;1;20;1;221;6;407;85;85;48;57;57;57;62;0;42;83;18;3;9;3;2013;2
672;0;0;13;0;0;0;411;51;51;70;65;63;63;54;0;50;80;9;4;9;3;2013;2
673;1;0;20;0;0;0;401;60;60;69;60;59;59;51;0;53;56;20;6;9;3;2013;2
674;1;0;20;0;0;0;411;58;58;66;60;63;63;57;0;53;53;19;5;9;2;2013;2
675;1;1;18;1;19;5;402;74;74;59;49;57;57;54;0;53;80;19;5;9;2;2013;2
676;0;1;20;1;226;15;422;67;67;57;57;59;59;61;0;61;59;10;3;9;2;2013;1
677;1;1;20;1;135;15;416;70;70;55;61;61;61;64;0;49;68;7;5;9;2;2013;2
678;1;2;20;1;119;15;414;70;70;55;59;61;61;59;0;51;47;8;3;9;3;2013;2
679;0;0;20;0;0;0;415;65;65;60;50;57;57;52;0;62;53;10;3;9;3;2013;1
680;0;1;19;1;19;5;406;75;75;56;47;54;54;55;0;53;39;19;5;9;1;2013;2
681;0;2;10;1;19;5;419;58;58;61;60;59;59;65;0;45;59;10;3;9;3;2013;2
682;0;1;10;1;19;5;418;52;52;67;51;59;59;64;0;50;65;10;3;9;2;2013;2
683;0;2;20;3;16;4;394;69;69;63;55;57;57;51;0;48;53;20;6;9;2;2013;1
684;0;2;9;1;19;5;399;70;70;62;52;53;53;53;0;51;75;10;3;9;2;2013;1
685;0;1;10;1;19;5;406;64;64;59;53;67;67;52;0;52;75;8;3;9;3;2013;2
686;0;1;6;1;19;5;416;68;68;56;53;58;58;55;0;60;49;19;5;9;2;2013;1
687;1;2;8;1;19;5;423;61;61;57;61;64;64;64;0;57;56;8;3;9;2;2013;1
688;0;0;8;0;0;0;401;58;58;66;65;57;57;47;0;50;65;8;3;9;3;2013;2
689;0;1;20;1;126;15;399;77;77;54;58;52;52;58;0;40;59;20;6;9;2;2013;2
690;1;1;18;1;19;5;407;70;70;55;52;62;62;50;0;56;77;8;3;9;2;2013;1
691;1;1;6;1;19;5;421;58;58;59;60;67;67;60;0;61;55;8;3;9;2;2013;2
692;0;2;20;1;64;15;392;58;58;66;56;64;64;39;0;50;70;20;6;9;1;2013;1
693;0;1;20;1;119;15;416;59;59;62;55;59;59;57;0;62;60;21;7;9;3;2013;1
694;0;1;6;1;19;5;397;75;75;55;52;60;60;57;0;45;64;19;5;9;2;2013;1
695;1;1;16;1;19;5;404;74;74;57;53;55;55;54;0;63;48;16;2;9;3;2013;2
696;0;0;7;0;0;0;406;61;61;63;56;57;57;62;0;46;51;8;3;9;3;2013;2
697;0;2;20;1;180;15;420;55;55;56;50;77;77;51;0;60;49;20;6;9;1;2013;2
698;0;0;9;0;0;0;408;64;64;62;59;52;52;54;0;59;61;9;4;9;2;2013;1
699;1;1;20;1;163;28;390;77;77;57;50;53;53;46;0;53;43;20;6;9;3;2013;2
700;1;2;10;1;19;5;415;74;74;48;66;59;59;59;0;51;70;10;3;9;3;2013;2
701;1;1;13;1;19;5;397;62;62;64;58;56;56;50;0;50;63;9;4;9;3;2013;2
702;1;1;20;1;121;18;402;70;70;57;49;58;58;54;0;58;70;13;1;9;3;2013;1
703;1;0;20;0;0;0;396;58;58;66;54;57;57;57;0;53;52;20;6;9;3;2013;2
704;1;1;5;1;19;5;386;73;73;55;60;55;55;50;0;45;72;5;6;9;2;2013;3
705;1;0;18;0;0;0;434;69;69;63;56;78;78;51;0;56;58;19;5;6;1;2013;2
706;1;1;18;1;19;5;428;72;72;59;62;60;60;65;0;55;60;18;3;6;3;2013;2
707;0;1;19;1;19;5;390;73;73;50;47;59;59;58;0;40;47;19;5;6;1;2013;1
708;1;2;7;1;19;5;409;85;85;53;54;57;57;55;0;46;70;19;5;2;3;2013;2
709;1;1;20;1;162;24;370;56;56;63;47;46;46;49;0;51;53;13;1;5;2;2013;1
710;1;1;20;2;83;22;367;55;55;57;55;48;48;52;0;50;51;20;6;5;1;2013;1
711;1;1;5;1;19;5;397;69;69;59;44;58;58;55;0;49;47;5;6;9;2;2013;1
712;0;2;20;1;119;15;414;62;62;55;60;60;60;62;0;58;89;20;6;9;1;2013;2
713;0;2;8;1;19;5;404;64;64;62;49;57;57;69;0;51;63;8;3;9;3;2013;2
714;1;2;11;1;19;5;409;58;58;61;49;62;62;61;0;53;72;9;4;9;4;2013;1
715;1;2;11;1;19;5;409;63;63;56;50;69;69;68;0;53;43;11;5;9;2;2013;2
716;1;2;7;1;19;5;429;55;55;61;58;62;62;73;0;64;55;7;5;9;2;2013;2
717;1;1;18;1;19;5;405;64;64;55;64;57;57;57;0;47;72;4;4;9;2;2013;2
718;0;1;9;1;19;5;394;63;63;60;56;58;58;55;0;49;52;9;4;9;2;2013;2
719;0;1;8;1;19;5;417;70;70;50;62;57;57;65;0;50;68;8;3;9;2;2013;2
720;0;1;12;1;19;5;389;67;67;57;55;57;57;55;0;37;45;11;5;9;2;2013;2
721;0;1;20;1;193;15;417;69;69;51;55;58;58;63;0;49;49;20;6;9;2;2013;2
722;0;1;10;1;19;5;391;80;80;55;55;53;53;57;0;46;37;10;3;9;3;2013;1
723;0;1;20;1;107;19;417;61;61;57;61;59;59;64;0;63;57;11;5;9;2;2013;2
724;1;2;11;1;19;5;422;64;64;51;70;55;55;59;0;57;55;11;5;9;3;2013;1
725;0;2;20;1;50;23;394;70;70;57;56;55;55;60;0;40;46;20;6;9;2;2013;1
726;0;2;18;1;19;5;415;64;64;51;67;57;57;59;0;51;61;18;3;9;2;2013;2
727;0;0;7;0;0;0;406;58;58;63;62;57;57;54;0;53;57;7;5;9;2;2013;2
728;1;0;20;0;0;0;395;69;69;60;60;57;57;57;0;48;45;7;5;9;2;2013;2
729;0;2;16;1;19;5;412;64;64;55;57;55;55;66;0;50;83;16;2;9;3;2013;2
730;0;0;7;0;0;0;410;69;69;55;56;60;60;57;0;59;65;19;5;9;2;2013;2
731;1;0;10;0;0;0;403;73;73;52;54;57;57;57;0;56;56;10;3;9;2;2013;2
732;0;2;8;1;19;5;426;74;74;56;65;60;60;57;0;46;54;8;3;9;3;2014;2
733;0;1;20;1;226;15;493;78;78;87;88;60;60;64;0;59;63;20;6;9;3;2014;1
734;0;1;20;1;34;15;484;78;78;87;65;60;60;62;0;66;54;20;6;9;2;2014;1
735;0;1;9;1;19;5;483;71;71;86;70;67;67;60;0;66;71;10;3;9;2;2014;1
736;0;2;10;1;19;5;489;83;83;70;69;76;76;64;0;61;77;10;3;9;3;2014;2
737;0;0;20;0;0;0;470;97;97;67;64;58;58;65;0;54;56;20;6;9;2;2014;1
738;0;1;10;1;19;5;443;65;65;99;56;62;62;57;0;48;43;11;5;9;2;2014;2
739;0;2;8;1;19;5;466;83;83;73;62;67;67;68;0;48;94;19;5;9;2;2014;1
740;0;1;5;1;19;5;479;68;68;80;88;62;62;64;0;56;51;5;6;9;2;2014;2
741;1;0;7;0;0;0;510;78;78;63;83;60;60;62;0;80;77;4;4;9;2;2014;1
742;0;1;10;1;19;5;446;71;71;87;65;60;60;61;0;39;80;11;5;9;2;2014;1
743;0;2;11;1;19;5;466;90;90;65;76;57;57;64;0;43;61;11;5;9;2;2014;3
744;0;1;7;1;19;5;453;78;78;80;62;62;62;57;0;53;43;7;5;9;2;2014;2
745;0;2;11;1;19;5;451;82;82;74;62;65;65;57;0;48;74;11;5;9;3;2014;2
746;0;2;20;1;38;30;463;89;89;62;76;60;60;55;0;55;63;20;6;9;2;2014;3
747;0;1;16;1;19;5;437;68;68;87;61;58;58;59;0;39;45;16;2;9;2;2014;2
748;1;2;20;1;95;15;458;60;60;87;56;62;62;59;0;65;89;20;6;9;2;2014;2
749;0;1;20;1;153;7;447;78;78;75;60;68;68;63;0;52;65;20;6;9;2;2014;2
750;1;1;20;1;55;7;476;83;83;59;77;67;67;55;0;70;74;20;6;9;1;2014;2
751;0;2;11;1;19;5;455;78;78;70;65;65;65;49;0;65;68;11;5;9;3;2014;2
752;1;2;10;1;19;5;464;80;80;65;73;65;65;62;0;59;75;10;3;9;3;2014;3
753;0;1;20;2;169;22;456;79;79;70;69;56;56;71;0;50;47;20;6;9;2;2014;2
754;0;1;16;1;19;5;452;90;90;62;61;58;58;61;0;55;74;16;2;9;3;2014;2
755;0;2;8;1;19;5;447;78;78;74;65;54;54;67;0;48;68;13;1;9;4;2014;2
756;0;2;16;1;19;5;458;65;65;74;76;62;62;57;0;61;80;7;5;9;2;2014;2
757;1;0;11;0;0;0;455;61;61;74;71;70;70;54;0;59;54;11;5;9;2;2014;3
758;0;0;9;0;0;0;444;86;86;65;68;55;55;63;0;53;70;9;4;9;2;2014;3
759;0;1;10;1;19;5;445;78;78;70;69;56;56;59;0;56;71;10;3;9;2;2014;2
760;0;2;10;1;19;5;437;74;74;74;62;60;60;49;0;59;77;8;3;9;3;2014;2
761;0;1;8;1;19;5;443;88;88;56;69;68;68;49;0;52;39;8;3;9;2;2014;1
762;0;2;10;1;19;5;441;65;65;80;59;58;58;59;0;56;83;10;3;9;3;2014;2
763;1;2;11;1;19;5;459;74;74;65;66;65;65;60;0;66;63;11;5;9;3;2014;2
764;0;2;1;1;19;5;448;71;71;69;89;56;56;62;0;42;83;10;3;9;3;2014;2
765;0;2;10;1;19;5;453;74;74;66;65;68;68;64;0;59;58;10;3;9;2;2014;2
766;0;1;5;1;19;5;428;68;68;80;65;60;60;45;0;58;43;19;5;9;1;2014;2
767;1;1;8;1;19;5;461;68;68;69;70;62;62;65;0;62;68;8;3;9;3;2014;2
768;0;1;15;1;19;5;426;71;71;80;56;58;58;61;0;47;74;19;5;9;2;2014;2
769;1;2;17;1;19;5;453;74;74;66;59;60;60;59;0;59;63;11;5;9;4;2014;1
770;0;1;20;1;226;15;438;65;65;74;59;71;71;51;0;53;57;20;6;9;3;2014;2
771;0;1;4;1;19;5;448;74;74;66;65;71;71;64;0;55;57;4;4;9;2;2014;1
772;0;1;20;1;226;15;447;68;68;70;69;67;67;57;0;55;59;20;6;9;2;2014;1
773;0;2;11;1;19;5;458;71;71;65;59;67;67;68;0;56;60;10;3;9;3;2014;1
774;0;2;20;1;49;15;454;79;79;62;65;62;62;64;0;59;83;10;3;9;2;2014;2
775;0;1;8;1;19;5;451;60;60;74;77;65;65;55;0;56;54;8;3;9;2;2014;2
776;0;1;14;1;19;5;419;89;89;70;48;52;52;55;0;50;77;16;2;9;3;2014;2
777;0;1;8;1;19;5;440;70;70;75;71;56;56;58;0;57;56;8;3;9;2;2014;2
778;0;1;1;1;19;5;456;78;78;62;62;62;62;67;0;59;59;1;5;9;4;2014;2
779;0;2;1;1;19;5;457;75;75;62;77;60;60;62;0;56;57;1;5;9;3;2014;2
780;1;1;4;1;19;5;435;62;62;80;69;60;60;55;0;52;59;4;4;9;2;2014;2
781;1;2;19;1;19;5;448;83;83;59;62;62;62;55;0;59;50;19;5;9;1;2014;2
782;1;2;18;1;19;5;435;75;75;70;56;62;62;58;0;53;56;8;3;9;2;2014;2
783;0;2;20;1;180;15;440;79;79;66;59;64;64;67;0;52;54;7;5;9;3;2014;2
784;0;1;20;1;42;7;431;74;74;69;77;60;60;55;0;40;48;20;6;9;1;2014;2
785;1;1;10;1;19;5;437;78;78;66;69;62;62;55;0;55;68;10;3;9;2;2014;2
786;0;1;19;1;19;5;459;65;65;70;77;60;60;62;0;70;74;19;5;9;2;2014;2
787;0;2;17;1;19;5;434;71;71;74;53;60;60;58;0;59;71;20;6;9;2;2014;1
788;0;1;20;1;95;15;445;68;68;70;76;58;58;57;0;55;83;18;3;9;3;2014;1
789;0;2;16;1;19;5;437;78;78;66;59;60;60;61;0;52;51;8;3;9;2;2014;2
790;0;2;2;1;19;5;420;71;71;80;56;50;50;53;0;53;53;13;1;9;2;2014;1
791;0;1;20;1;111;30;453;60;60;74;69;54;54;64;0;59;66;20;6;9;1;2014;2
792;1;2;7;1;19;5;450;65;65;66;69;67;67;62;0;53;89;8;3;9;3;2014;2
793;1;2;15;1;19;5;425;83;83;62;65;65;65;57;0;46;60;15;3;9;3;2014;2
794;0;2;11;1;19;5;431;54;54;80;65;71;71;55;0;51;89;11;5;9;3;2014;1
795;0;2;14;1;19;5;439;68;68;70;62;64;64;62;0;56;77;14;2;9;3;2014;2
796;0;2;20;3;65;9;441;81;81;61;58;59;59;63;0;58;75;11;5;9;3;2014;2
797;0;1;4;1;19;5;463;65;65;59;69;71;71;57;0;65;100;10;3;9;3;2014;1
798;0;1;9;1;19;5;434;71;71;66;62;65;65;59;0;46;56;9;4;9;3;2014;1
799;0;0;16;0;0;0;450;86;86;53;68;57;57;58;0;64;35;16;2;9;3;2014;2
800;0;2;20;1;180;15;442;78;78;62;69;56;56;62;0;56;57;20;6;9;3;2014;2
801;0;2;13;1;19;5;440;74;74;62;77;60;60;53;0;53;66;8;3;9;3;2014;2
802;0;0;10;0;0;0;409;83;83;68;51;59;59;51;0;44;32;11;5;9;2;2014;1
803;0;0;1;0;0;0;423;86;86;62;53;57;57;65;0;42;52;1;5;9;3;2014;2
804;1;2;9;1;19;5;419;71;71;70;62;67;67;49;0;48;71;9;4;9;3;2014;2
805;0;1;20;1;119;15;423;68;68;74;65;60;60;53;0;52;46;20;6;9;2;2014;2
806;1;1;16;1;19;5;437;74;74;62;65;67;67;64;0;46;60;16;2;9;3;2014;2
807;1;2;1;1;19;5;443;70;70;64;58;64;64;58;0;58;83;1;5;9;2;2014;2
808;0;1;8;1;19;5;438;71;71;66;61;62;62;57;0;58;54;8;3;9;2;2014;1
809;0;2;20;1;180;15;425;65;65;80;56;50;50;59;0;58;54;20;6;9;2;2014;2
810;1;2;4;1;19;5;439;71;71;66;59;60;60;59;0;58;68;4;4;9;2;2014;2
811;0;1;20;1;226;15;408;68;68;80;59;56;56;55;0;44;57;20;6;9;2;2014;1
812;1;2;4;1;19;5;440;71;71;62;69;60;60;55;0;50;56;15;3;9;3;2014;2
813;1;1;4;1;19;5;444;65;65;66;62;64;64;53;0;62;59;4;4;9;2;2014;2
814;0;2;20;1;183;7;405;69;69;75;55;57;57;38;0;40;60;20;6;9;3;2014;1
815;1;1;16;1;19;5;425;68;68;74;59;56;56;61;0;50;54;7;5;9;2;2014;2
816;1;1;7;1;19;5;449;65;65;66;65;65;65;71;0;56;57;7;5;9;2;2014;2
817;1;2;14;1;19;5;451;83;83;50;69;64;64;64;0;56;63;10;3;9;3;2014;2
818;1;2;8;1;19;5;459;68;68;62;69;56;56;71;0;61;66;8;3;9;3;2014;2
819;0;1;10;1;19;5;429;71;71;66;61;65;65;55;0;52;56;9;4;9;3;2014;2
820;0;1;7;1;19;5;417;68;68;74;65;56;56;51;0;48;59;7;5;9;2;2014;2
821;1;2;19;1;19;5;454;76;76;47;52;91;91;55;0;69;68;6;5;9;2;2014;1
822;0;2;8;1;19;5;416;83;83;62;65;58;58;55;0;41;58;8;3;9;3;2014;1
823;0;1;20;1;224;10;438;62;62;69;57;67;67;62;0;53;83;20;6;9;3;2014;3
824;0;2;11;1;19;5;414;62;62;80;54;58;58;57;0;46;47;11;5;9;2;2014;2
825;0;2;11;1;19;5;436;75;75;62;54;64;64;59;0;61;74;11;5;9;3;2014;2
826;0;1;8;1;19;5;433;61;61;75;63;56;56;60;0;57;63;18;3;9;2;2014;2
827;1;1;20;1;131;18;439;68;68;65;62;62;62;65;0;51;54;20;6;9;2;2014;2
828;0;2;20;1;180;15;435;85;85;60;50;54;54;77;0;54;60;20;6;9;1;2014;1
829;0;1;10;1;19;5;426;75;75;62;69;62;62;55;0;44;58;21;7;9;3;2014;1
830;1;2;11;1;19;5;460;68;68;59;76;62;62;67;0;69;59;11;5;9;2;2014;2
831;0;2;11;1;19;5;447;75;75;56;70;62;62;60;0;59;74;11;5;9;2;2014;2
832;0;2;17;1;19;5;451;75;75;53;77;62;62;57;0;59;77;10;3;9;2;2014;1
833;0;1;20;1;199;15;410;65;65;73;59;67;67;53;0;40;47;20;6;9;2;2014;2
834;0;2;16;1;19;5;424;78;78;59;66;65;65;53;0;49;59;16;2;9;3;2014;2
835;1;2;15;1;19;5;422;71;71;66;54;62;62;55;0;48;89;15;3;9;3;2014;2
836;0;1;20;1;101;15;429;59;59;74;57;60;60;55;0;56;47;20;6;9;2;2014;2
837;0;1;20;1;98;15;430;71;71;62;65;65;65;57;0;51;48;20;6;9;3;2014;2
838;1;1;8;1;19;5;448;74;74;56;65;62;62;57;0;69;80;8;3;9;2;2014;2
839;0;1;20;1;64;15;439;65;65;65;53;71;71;60;0;66;58;20;6;9;2;2014;1
840;0;2;17;1;19;5;439;65;65;66;61;62;62;64;0;58;100;16;2;9;3;2014;1
